nombreUniversidad,sector,provincia,nombreCarrera,areaConocimiento,nivel,modalidad,duracionAnios,cantidadCarrerasVirtuales,cantidadAreas,porcentajeOfertaVirtual,observaciones,
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Licenciatura en Diseño y Animación Digital,DISEÑO Y COMUNICACIÓN,"pregrado, grado y posgrado","Educación Distribuida, Presencial , Educación Distribuida Home",4,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Licenciatura En Publicidad,DISEÑO Y COMUNICACIÓN,"pregrado, grado y posgrado","Educación Distribuida Home, Presencial , Educación Distribuida","4,5",255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Tecnicatura Universitaria En Gestión De Moda,DISEÑO Y COMUNICACIÓN,"pregrado, grado y posgrado","Educación Distribuida Home, Educación Distribuida","2,5",255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Tecnicatura Universitaria En Diseño Y Animación Digital,DISEÑO Y COMUNICACIÓN,"pregrado, grado y posgrado","Educación Distribuida Home, Educación Distribuida","2,5",255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,"Tecnicatura En Dirección De Protocolo, Organización De Eventos Y Relaciones Públicas",DISEÑO Y COMUNICACIÓN,"pregrado, grado y posgrado","Educación Distribuida Home, Educación Distribuida","2,5",255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado En Social Media Management,DISEÑO Y COMUNICACIÓN,"pregrado, grado y posgrado","Educación Distribuida, Educación Distribuida Home",4 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Estrategia para el Desarrollo del Fútbol Juvenil,DISEÑO Y COMUNICACIÓN,"pregrado, grado y posgrado","Educación Distribuida, Educación Distribuida Home",1MES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Curso en Inteligencia Artificial para Marketing e Industrias Creativas,DISEÑO Y COMUNICACIÓN,"pregrado, grado y posgrado","Educación Distribuida, Educación Distribuida Home",1 MES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado En Marketing Y Publicidad Digital,DISEÑO Y COMUNICACIÓN,"pregrado, grado y posgrado","Educación Distribuida, Educación Distribuida Home",4 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,"Diplomatura En Comunicaciones, Marketing Digital Y Social Media",DISEÑO Y COMUNICACIÓN,"pregrado, grado y posgrado","Educación Distribuida, Educación Distribuida Home",8 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Curso en Branding,DISEÑO Y COMUNICACIÓN,"pregrado, grado y posgrado","Educación Distribuida, Educación Distribuida Home",1 MES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado Avanzado en Liderazgo UX,DISEÑO Y COMUNICACIÓN,"pregrado, grado y posgrado","Educación Distribuida, Educación Distribuida Home",4 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Curso en Creatividad,DISEÑO Y COMUNICACIÓN,"pregrado, grado y posgrado","Educación Distribuida, Educación Distribuida Home",4 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado En Oratoria Y Presentaciones Públicas Efectivas,DISEÑO Y COMUNICACIÓN,"pregrado, grado y posgrado","Educación Distribuida, Educación Distribuida Home",1 MES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado en Customer Experience Designer,DISEÑO Y COMUNICACIÓN,"pregrado, grado y posgrado","Educación Distribuida, Educación Distribuida Home",4 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado En Organización De La Producción En La Industria De La Indumentaria,DISEÑO Y COMUNICACIÓN,"pregrado, grado y posgrado","Educación Distribuida, Educación Distribuida Home",1 MES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado En Storytelling Y Brand Storytelling,DISEÑO Y COMUNICACIÓN,"pregrado, grado y posgrado","Educación Distribuida, Educación Distribuida Home",4 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado en Creación Audiovisual de Contenido Digital,DISEÑO Y COMUNICACIÓN,"pregrado, grado y posgrado","Educación Distribuida, Educación Distribuida Home",4 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Arte Y Coleccionismo. Introducción Al Arte Desde La Perspectiva Del Coleccionismo Contemporáneo,DISEÑO Y COMUNICACIÓN,"pregrado, grado y posgrado","Educación Distribuida, Educación Distribuida Home",4 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Diplomatura en Diseño de Ciudades Sustentables e Inteligentes (SMART CITIES),DISEÑO Y COMUNICACIÓN,"pregrado, grado y posgrado","Educación Distribuida, Educación Distribuida Home",4 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Seguridad en Eventos Deportivos,DISEÑO Y COMUNICACIÓN,"pregrado, grado y posgrado","Educación Distribuida, Educación Distribuida Home",1 MES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Diplomatura en Gestión del Diseño Instruccional,DISEÑO Y COMUNICACIÓN,"pregrado, grado y posgrado","Educación Distribuida, Educación Distribuida Home",8 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Diplomatura Avanzada en Marketing Digital y Social Media - SMART VIRTUAL,DISEÑO Y COMUNICACIÓN,"pregrado, grado y posgrado","Educación Distribuida, Educación Distribuida Home",8 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado en Creación de Contenidos para Realidad Virtual y Aumentada,DISEÑO Y COMUNICACIÓN,"pregrado, grado y posgrado","Educación Distribuida, Educación Distribuida Home",4 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Licenciatura en Instrumentación Quirúrgica,SALUD,"pregrado, grado y posgrado",PRESENCIAL,4,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Licenciatura en Producción de Bioimágenes,SALUD,"pregrado, grado y posgrado",PRESENCIAL,"4,5",255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Licenciatura En Psicología,SALUD,"pregrado, grado y posgrado","Presencial, Presencial Distribuida , Presencial Home Rio IV","4,5",255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Licenciatura En Terapia Ocupacional Y Desarrollo Humano,SALUD,"pregrado, grado y posgrado","Educación Distribuida Home, Educación Distribuida",4,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Licenciatura En Nutrición,SALUD,"pregrado, grado y posgrado","Presencial, Presencial Distribuida",4,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Licenciatura en Fonoaudiología,SALUD,"pregrado, grado y posgrado","Presencial, Presencial Distribuida",4,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Licenciatura en Kinesiologia y Fisioterapia,SALUD,"pregrado, grado y posgrado","Presencial Distribuida, Presencial",2,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Licenciatura En Gerontología (CCC),SALUD,"pregrado, grado y posgrado",Presencial Distribuida,4,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Tecnicatura Universitaria En Enfermería,SALUD,"pregrado, grado y posgrado",PRESENCIAL,4,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Tecnicatura Universitaria en Atención Prehospitalaria de Emergencias,SALUD,"pregrado, grado y posgrado","Educación Distribuida, Educación Distribuida Home",2,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado En Carga De Trabajo Y Lesiones En Deportes De Equipo,SALUD,"pregrado, grado y posgrado","Presencial Distribuida, Presencial",3,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado En Tecnologia Y Ciencia Aplicadas Al Deporte,SALUD,"pregrado, grado y posgrado",PRESENCIAL,"2,5",255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Diplomatura en Higiene Ocupacional,SALUD,"pregrado, grado y posgrado",Educación Distribuida Home,4 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado en Nutrición Consciente-Mindset de la Alimentación,SALUD,"pregrado, grado y posgrado",Educación Distribuida Home,4 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado En Nutricion Deportiva Avanzada,SALUD,"pregrado, grado y posgrado",Educación Distribuida Home,8 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Curso de Telerehabilitación,SALUD,"pregrado, grado y posgrado",Educación Distribuida Home,,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Diplomatura en Medicina Hospitalaria,SALUD,"pregrado, grado y posgrado",Educación Distribuida Home,4 meses,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado en Asistencia y Cuidado de las Personas Mayores,SALUD,"pregrado, grado y posgrado",Educación Distribuida Home,4 meses,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado En Optimización Del Proceso De Entrenamiento En Baloncesto Móvil,SALUD,"pregrado, grado y posgrado",Educación Distribuida Home,1 MES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado en Kinefisiatria Vascular,SALUD,"pregrado, grado y posgrado",Educación Distribuida Home,8 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado En Derecho Y Gestión De La Salud,SALUD,"pregrado, grado y posgrado",Educación Distribuida Home,4 meses,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Curso En Tendinopatía De Miembros Inferiores,SALUD,"pregrado, grado y posgrado",Educación Distribuida Home,4 meses,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Curso en Coaching Nutricional,SALUD,"pregrado, grado y posgrado",Educación Distribuida Home,4 meses,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado Auxiliar en Estética Integral,SALUD,"pregrado, grado y posgrado",Educación Distribuida Home,4 meses,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,"Curso: Ginecología Regenerativa, Funcional y Estética",SALUD,"pregrado, grado y posgrado",Educación Distribuida Home,2 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Ingeniería En Software,INGIENERIA Y SISTEMAS,"pregrado, grado y posgrado",Educación Distribuida Home,3 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Licenciatura En Informática,INGIENERIA Y SISTEMAS,"pregrado, grado y posgrado",Presencial Home,5,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Licenciatura En Gestión De La Información,INGIENERIA Y SISTEMAS,"pregrado, grado y posgrado","Educación Distribuida Home, Educación Distribuida",4,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Ingeniería En Innovación Y Desarrollo,INGIENERIA Y SISTEMAS,"pregrado, grado y posgrado","Educación Distribuida Home, Educación Distribuida",5,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Licenciatura En Administración De Infraestructura Tecnológica,INGIENERIA Y SISTEMAS,"pregrado, grado y posgrado",PRESENCIAL,4,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Licenciatura En Matemática,INGIENERIA Y SISTEMAS,"pregrado, grado y posgrado","Educación Distribuida Home, Educación Distribuida",4,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Licenciatura En Ciencia De Datos,INGIENERIA Y SISTEMAS,"pregrado, grado y posgrado","Educación Distribuida Home, Educación Distribuida",4,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Licenciatura en Seguridad Informática,INGIENERIA Y SISTEMAS,"pregrado, grado y posgrado","Educación Distribuida Home, Educación Distribuida",4,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Licenciatura En Inteligencia Artificial Y Robótica,INGIENERIA Y SISTEMAS,"pregrado, grado y posgrado","Educación Distribuida Home, Presencial Home , Educación Distribuida",4,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Licenciatura en Bioinformática,INGIENERIA Y SISTEMAS,"pregrado, grado y posgrado","Educación Distribuida Home, Presencial Home , Educación Distribuida",4,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Tecnicatura En Higiene Y Seguridad Laboral,INGIENERIA Y SISTEMAS,"pregrado, grado y posgrado","Educación Distribuida Home, Presencial Home , Educación Distribuida","2,5",255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Tecnicatura Universitaria en Diseño y Desarrollo de Videojuegos,INGIENERIA Y SISTEMAS,"pregrado, grado y posgrado","Educación Distribuida Home, Presencial Home , Educación Distribuida","2,5",255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Tecnicatura Universitaria En Redes Informáticas Y Telecomunicaciones,INGIENERIA Y SISTEMAS,"pregrado, grado y posgrado","Educación Distribuida Home, Presencial Home , Educación Distribuida","2,5",255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Maestría En Inteligencia De Negocios Y Explotación De Datos,INGIENERIA Y SISTEMAS,"pregrado, grado y posgrado",PRESENCIAL,2,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Blockchain: Fundamentos De Una Tecnología Disruptiva,INGIENERIA Y SISTEMAS,"pregrado, grado y posgrado",Educación Distribuida Home,2 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Diplomatura En Seguridad De La Información,INGIENERIA Y SISTEMAS,"pregrado, grado y posgrado",Educación Distribuida Home,8 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado Experto en Protección de Datos Personales,INGIENERIA Y SISTEMAS,"pregrado, grado y posgrado",Educación Distribuida Home,4 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Diplomatura En Inteligencia Artificial Aplicada Al Mercado,INGIENERIA Y SISTEMAS,"pregrado, grado y posgrado",Educación Distribuida Home,8 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado De Experto En La Seguridad De La Información,INGIENERIA Y SISTEMAS,"pregrado, grado y posgrado",Educación Distribuida Home,4 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado En Growth Hacking,INGIENERIA Y SISTEMAS,"pregrado, grado y posgrado",Educación Distribuida Home,4 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado En Posicionamiento En Buscadores (SEO),INGIENERIA Y SISTEMAS,"pregrado, grado y posgrado",Educación Distribuida Home,8 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Diplomatura En Cloud Computing,INGIENERIA Y SISTEMAS,"pregrado, grado y posgrado",Educación Distribuida Home,4 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado En Business Analytics,INGIENERIA Y SISTEMAS,"pregrado, grado y posgrado",Educación Distribuida Home,4 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado En Community Management,INGIENERIA Y SISTEMAS,"pregrado, grado y posgrado",Educación Distribuida Home,4 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Curso Prompt Engineering,INGIENERIA Y SISTEMAS,"pregrado, grado y posgrado",Educación Distribuida Home,2 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado en Experto en Investigación en Cibercrimen y Ciberseguridad,INGIENERIA Y SISTEMAS,"pregrado, grado y posgrado",Educación Distribuida Home,4 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado en Inteligencia Digital e Informativa para la Toma de Decisiones,INGIENERIA Y SISTEMAS,"pregrado, grado y posgrado",Educación Distribuida Home,4 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Licenciatura En Administración Hotelera,TURISMO Y HOTELERIA,"pregrado, grado y posgrado",Educación Distribuida Home,4,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Licenciatura En Gestión Turística,TURISMO Y HOTELERIA,"pregrado, grado y posgrado",Educación Distribuida Home,4,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Tecnicatura Universitaria en Gestión de Recursos Turísticos,TURISMO Y HOTELERIA,"pregrado, grado y posgrado",Educación Distribuida Home,"2,5",255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Diplomatura en Innovación y Desarrollo Turístico de los Territorios,TURISMO Y HOTELERIA,"pregrado, grado y posgrado",Educación Distribuida Home,8 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,"Licenciatura En Higiene, Seguridad Y Medio Ambiente Del Trabajo",SUSTENTABILIDAD Y AGRO,"pregrado, grado y posgrado","Educación Distribuida Home, Educación Distribuida",4,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Licenciatura En Ambiente Y Energías Renovables,SUSTENTABILIDAD Y AGRO,"pregrado, grado y posgrado","Presencial Home Rio IV, Educación Distribuida , Presencial Home , Educación Distribuida Home",4,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Licenciatura En Hidrocarburos Y Geociencias,SUSTENTABILIDAD Y AGRO,"pregrado, grado y posgrado",PRESENCIAL,4,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Licenciatura En Antropología Organizacional,SUSTENTABILIDAD Y AGRO,"pregrado, grado y posgrado","Educación Distribuida, Educación Distribuida Home , Presencial Home Rio IV , Presencial Home",4,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Licenciatura en Administración Agraria,SUSTENTABILIDAD Y AGRO,"pregrado, grado y posgrado","Presencial, Educación Distribuida , Educación Distribuida Home , Presencial Home Rio IV",4,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Licenciatura En Gestión Ambiental,SUSTENTABILIDAD Y AGRO,"pregrado, grado y posgrado","Educación Distribuida, Educación Distribuida Home",4,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Tecnicatura Universitaria En Hidrocarburos Y Geociencia,SUSTENTABILIDAD Y AGRO,"pregrado, grado y posgrado","Educación Distribuida, Educación Distribuida Home","2,5",255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Tecnicatura Universitaria En Gestión Y Auditorías Ambientales,SUSTENTABILIDAD Y AGRO,"pregrado, grado y posgrado","Educación Distribuida Home, Educación Distribuida","2,5",255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Diplomatura En Agronegocios,SUSTENTABILIDAD Y AGRO,"pregrado, grado y posgrado",Educación Distribuida Home,8 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado En Desarrollo De Proyectos De Energías Renovables,SUSTENTABILIDAD Y AGRO,"pregrado, grado y posgrado",Educación Distribuida Home,8 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Diplomatura En Instrumentos Para La Gestión Ambiental,SUSTENTABILIDAD Y AGRO,"pregrado, grado y posgrado",Educación Distribuida Home,4 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Curso: Preparación y Mantenimiento de Césped,SUSTENTABILIDAD Y AGRO,"pregrado, grado y posgrado",Educación Distribuida Home,1 MES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Actuario,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado","Educación Distribuida, Educación Distribuida Home",4,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Licenciatura En Administración,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado","Educación Distribuida, Presencial Home Rio IV , Presencial Home , Educación Distribuida Home , Presencial",4,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Licenciatura en Inteligencia de Negocios Digitales,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado","Educación Distribuida, Educación Distribuida Home",4,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Licenciatura En Gestión De Recursos Humanos,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado","Presencial, Educación Distribuida Home , Educación Distribuida , Presencial Home",4,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Licenciatura En Comercialización - Marketing,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado","Presencial, Presencial Home Rio IV , Educación Distribuida , Educación Distribuida Home , Presencial Home",4,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Licenciatura En Comercio Internacional,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado","Educación Distribuida Home, Presencial , Presencial Home , Educación Distribuida , Presencial Home Rio IV",4,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Licenciatura en Finanzas,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado","Educación Distribuida Home, Educación Distribuida",4,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Licenciatura En Logística Global,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado","Educación Distribuida Home, Educación Distribuida",4,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Licenciatura en Administración de Servicios de Salud (CCC),MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado","Educación Distribuida, Educación Distribuida Home , Presencial",2,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Licenciatura En Emprendimiento (CCC),MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado","Presencial Home, Educación Distribuida , Presencial Home Rio IV , Educación Distribuida Home , Presencial",4,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Tecnicatura En Gestión Contable E Impositiva,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado","Educación Distribuida, Presencial Home Rio IV , Educación Distribuida Home",2,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Tecnicatura En Relaciones Laborales,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado","Educación Distribuida Home, Educación Distribuida","2,5",255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Tecnicatura En Dirección De Equipos De Ventas,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado","Educación Distribuida, Educación Distribuida Home","2,5",255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Tecnicatura En Responsabilidad Y Gestión Social,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado","Educación Distribuida Home, Educación Distribuida","2,5",255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Tecnicatura Universitaria En Gestión Administrativa De Servicios De Salud,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado","Educación Distribuida, Educación Distribuida Home","2,5",255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Tecnicatura Universitaria En Marketing Y Publicidad Digital,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado","Educación Distribuida Home, Educación Distribuida","2,5",255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Tecnicatura Universitaria en Gestión de Clima Laboral en la Organización,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado","Educación Distribuida, Educación Distribuida Home","2,5",255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Tecnicatura En Gestión De Empresas Familiares,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado","Presencial Home, Presencial Home Rio IV , Educación Distribuida , Educación Distribuida Home","2,5",255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Tecnicatura En Administración Y Gestión Tributaria,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado","Educación Distribuida, Educación Distribuida Home","2,5",255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Maestría en Administración de Negocios y Aplicaciones Tecnológicas en la Empresa,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado","Educación Distribuida, Educación Distribuida Home",2,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Maestría en Administración de Empresas,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado","Educación Distribuida Home, Presencial",2,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,ESPECIALIZACIÓN EN GESTIÓN Y GOBIERNO DE EMPRESAS FAMILIARES,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado","Presencial, Educación Distribuida Home",1,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Especialización En Finanzas Corporativas Y Mercado De Capitales,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Educación Distribuida Home,1,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Especialización en Negocios Internacionales,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado","Educación Distribuida Home, Presencial",1,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Especialización En Marketing Y Dirección Comercial,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Educación Distribuida Home,1,255,8,"73,40%",,DAVID
