nombreUniversidad,sector,provincia,nombreCarrera,areaConocimiento,nivel,modalidad,duracionAnios,cantidadCarrerasVirtuales,cantidadAreas,porcentajeOfertaVirtual,observaciones,
Fundación Barceló,Privada,Buenos Aires,Lic. en Instrumentación QUirúrgica,Ciencias de la Salud,Grado,Distancia,2,14,3,,,
Fundación Barceló,Privada,Buenos Aires,curso de Agente de Propaganda Médica,Ciencias Sociales , Extensión Universitaria,Distancia,1 y un mes,14,3,,,
Fundación Barceló,Privada,Buenos Aires,Doctorado en Ciencias de la Salud,Ciencia de la salud,Posgrado,Combinada,2,14,3,,,
Fundación Barceló,Privada,Buenos Aires,Maestría en Gerontología Clínica,Ciencia de la salud,Posgrado,Combinada,2,14,3,,,
Fundación Barceló,Privada,Buenos Aires,Maestría en Neuropsicofarmacología Clínica,Ciencia de la salud,Posgrado,Combinada,2,14,3,,,
Fundación Barceló,Privada,Buenos Aires,Diplomatura básica de ecografía y doppler para médicos,Ciencias de la Salud,Formación Complementaria,Distancia,8 meses,14,3,,,
Fundación Barceló,Privada,Buenos Aires,Diplomatura en Dermatología Oncológica,Ciencias de la Salud,Formación Complementaria,Distancia,9 meses,14,3,,,
Fundación Barceló,Privada,Buenos Aires,Diplomatura en Rehabilitación Neurológica,Ciencias de la Salud,Formación Complementaria,Distancia,8 meses,14,3,,,
Fundación Barceló,Privada,Buenos Aires,Diplomatura Universitaria en Psicodiagnóstico,Ciencias de la Salud,Formación Complementaria,Distancia,11 meses,14,3,,,
Fundación Barceló,Privada,Buenos Aires,Diplomatura en Obesidad,Ciencias de la Salud,Formación Complementaria,Distancia,8 meses,14,3,,,
Fundación Barceló,Privada,Buenos Aires,Diplomatura en Didáctica y Pedagogía,Ciencias de la Salud,Formación Complementaria,Combinada,33 semanas,14,3,,,
Universidad de Ciencias Empresariales y Sociales,Privada,Buenos Aires,Lic. en Diseño y Comunicación,Ciencias Sociales ,Grado,Distancia,4,21,4,,,
Universidad de Ciencias Empresariales y Sociales,Privada,Buenos Aires,Tec. en Programación de Sistemas,Informática,Grado,Distancia,2,21,4,,,
Universidad de Ciencias Empresariales y Sociales,Privada,Buenos Aires,Lic. en Ciencia Política y de Gobierno,Ciencias Sociales,Grado,Distancia,4,21,4,,,
Universidad de Ciencias Empresariales y Sociales,Privada,Buenos Aires,Tec. en Higiene y Seguridad en el Trabajo,Ingeniería y Tecnología,Grado,Distancia,2 y un cuatrimestre,21,4,,,
Universidad de Ciencias Empresariales y Sociales,Privada,Buenos Aires,"Lic. en Dirección de Negocios",Ciencias Económicas ,Grado,Distancia,4,21,4,,,
Universidad de Ciencias Empresariales y Sociales,Privada,Buenos Aires,Lic. en Comunicación Social,Ciencias Sociales,Grado,Distancia,4,21,4,,,
Universidad de Ciencias Empresariales y Sociales,Privada,Buenos Aires,Lic. en Administración de Empresas,Ciencias Económicas ,Grado,Distancia,4,21,4,,,
Universidad de Ciencias Empresariales y Sociales,Privada,Buenos Aires, Lic. en Marketing,Ciencias Económicas ,Grado,Distancia,4,21,4,,,
Universidad de Ciencias Empresariales y Sociales,Privada,Buenos Aires,Lic. en Recursos Humanos,Ciencias Sociales,Grado,Distancia,4,21,4,,,
Universidad de Ciencias Empresariales y Sociales,Privada,Buenos Aires,Licenciatura en Comercio Exterior,Ciencias Económicas ,Grado,Distancia,4,21,4,,,
Universidad de Ciencias Empresariales y Sociales,Privada,Buenos Aires, Abogacía,Ciencias Sociales,Grado,Distancia,4,21,4,,,
Universidad de Ciencias Empresariales y Sociales,Privada,Buenos Aires,Contador Público,Ciencias Económicas ,Grado,Distancia,4,21,4,,,
Universidad de Ciencias Empresariales y Sociales,Privada,Buenos Aires,Ciclo de Complementación Relaciones Públicas e Institucionales,Ciencias Sociales,Grado Complementario,Distancia,2,21,4,,,
Universidad de Ciencias Empresariales y Sociales,Privada,Buenos Aires, Ciclo de Complementación en Marketing,Ciencias Económicas ,Grado Complementario,Distancia,2,21,4,,,
Universidad de Ciencias Empresariales y Sociales,Privada,Buenos Aires,Ciclo de Complementación en Recursos Humanos,Ciencias Sociales,Grado Complementario,Distancia,2,21,4,,,
Universidad de Ciencias Empresariales y Sociales,Privada,Buenos Aires,Ciclo de Complementación en Comercio Exterior,Ciencias Económicas,Grado Complementario,Distancia,2,21,4,,,
Universidad de Ciencias Empresariales y Sociales,Privada,Buenos Aires,Ciclo de Complementación en Administración de Empresas,Ciencias Económicas,Grado Complementario,Distancia,2,21,4,,,
Universidad de Ciencias Empresariales y Sociales,Privada,Buenos Aires,Maestría en Gestión de las Comunicaciones, Ciencias Sociales,Posgrado,Distancia,2,21,4,,,
Universidad de Ciencias Empresariales y Sociales,Privada,Buenos Aires,Especialización en Construcción de Marcas,Ciencias Sociales ,Posgrado,Distancia,2,21,4,,,
Universidad de Ciencias Empresariales y Sociales,Privada,Buenos Aires,Especialización en prospectiva estratégica,Ciencias Sociales,Posgrado,Distancia,2,21,4,,,
Universidad de Ciencias Empresariales y Sociales,Privada,Buenos Aires,  Gestión de Bibliotecas, Ciencias Sociales,Posgrado,Distancia,2,21,4,,,
Universidad de Ciencias Empresariales y Sociales,Privada,Buenos Aires,Especialización en Docencia Universitaria en Ciencias Empresariales y Sociales, Ciencias Sociales,Posgrado,Distancia,2,21,4,,,
Universidad UFLO,Privada,Buenos Aires,Licenciatura Administración,Ciencias Económicas,Grado,Combinada,4,40,5,,,
Universidad UFLO,Privada,Buenos Aires,Abogacía, Ciencias Sociales,Grado,Combinada,5,40,5,,,
Universidad UFLO,Privada,Buenos Aires,Actividad Física y Deporte,Ciencias de la Salud,Grado,Combinada,4,40,5,,,
Universidad UFLO,Privada,Buenos Aires,Arquitectura,Ingeniería y Tecnología,Grado,Combinada,6,40,5,,,
Universidad UFLO,Privada,Buenos Aires,Contador público,Ciencias Económicas,Grado,Combinada,4,40,5,,,
Universidad UFLO,Privada,Buenos Aires,Diseño gráfico,Ciencias Sociales,Grado,Combinada,4,40,5,,,
Universidad UFLO,Privada,Buenos Aires,Profesorado Universitario Educación Física,Ciencias de la Salud,Grado,Combinada,4,40,5,,,
Universidad UFLO,Privada,Buenos Aires,Gestión de Recursos Humanos,Ciencias Sociales,Grado,Combinada,4,40,5,,,
Universidad UFLO,Privada,Buenos Aires,Ingeniería Ambiental,Ingeniería,Grado,Combinada,5,40,5,,,
Universidad UFLO,Privada,Buenos Aires,Kinesiología y Fisiatría,Ciencias de la Salud,Grado,Combinada,4 y medio,40,5,,,
Universidad UFLO,Privada,Buenos Aires,Nutrición,Ciencias de la Salud,Grado,Combinada,4,40,5,,,
Universidad UFLO,Privada,Buenos Aires,Producción de Bioimágenes,Ciencias de la Salud,Grado,Combinada,4,40,5,,,
Universidad UFLO,Privada,Buenos Aires,Licenciatura Psicología,Ciencias Sociales,Grado,Combinada,4 y medio,40,5,,,
Universidad UFLO,Privada,Buenos Aires,Profesorado Universitario Psicología,Ciencias Sociales,Grado,Distancia,1 y medio,40,5,,,
Universidad UFLO,Privada,Buenos Aires,Licenciatura Psicopedagogía,Ciencias Sociales,Grado,Combinada,4,40,5,,,
Universidad UFLO,Privada,Buenos Aires,Profesorado Universitario Psicopedagogía,Ciencias Sociales,Grado,Distancia,1 y medio,40,5,,,
Universidad UFLO,Privada,Buenos Aires,Seguridad e Higiene y Control Ambiental Laboral,Ingeniería,Grado,Combinada,4,40,5,,,
Universidad UFLO,Privada,Buenos Aires,Licenciatura Sociología,Ciencias Sociales,Grado,Distancia,4,40,5,,,
Universidad UFLO,Privada,Buenos Aires,Tecnicatura Universitaria Acompañamiento Terapéutico,Ciencias de la salud,Pregrado,Combinada,3,40,5,,,
Universidad UFLO,Privada,Buenos Aires,Tecnicatura Universitaria Deportes de Patinaje,Ciencias de la salud,Pregrado,Combinada,2,40,5,,,
Universidad UFLO,Privada,Buenos Aires,Ciclo Complementario Lic. en Actividad Física y Deporte,Ciencias de la salud,Grado Complementario,Distancia,1 y medio,40,5,,,
Universidad UFLO,Privada,Buenos Aires,Ciclo Complementario Lic. en Diseño gráfico,Ciencias Sociales,Grado Complementario,Distancia,2,40,5,,,
Universidad UFLO,Privada,Buenos Aires,Ciclo Complementario Lic. en Educación,Ciencias Sociales ,Grado Complementario,Distancia,2,40,5,,,
Universidad UFLO,Privada,Buenos Aires,Ciclo Complementario Lic. en Gestión de Recursos Humanos,Ciencias Sociales ,Grado Complementario,Combinada,2,40,5,,,
Universidad UFLO,Privada,Buenos Aires,Ciclo Complementario Lic. en Producción de Bioimágenes,Ciencias de la Salud,Grado Complementario,Distancia,2,40,5,,,
Universidad UFLO,Privada,Buenos Aires,Ciclo Complementario Lic. en Psicopedagogía,Ciencias Sociales,Grado Complementario,Distancia,1,40,5,,,
Universidad UFLO,Privada,Buenos Aires,Ciclo Complementario Lic. en Seguridad e Higiene y Control Ambiental Laboral,Ingeniería y Tecnología,Grado Complementario,Distancia,2,40,5,,,
Universidad UFLO,Privada,Buenos Aires,Maestría Actividad Física y Deporte,Ciencias de la Salud,Posgrado,Combinada,2,40,5,,,
Universidad UFLO,Privada,Buenos Aires,Doctorado Arquitectura y Urbanismo,Ingeniería y Tecnología,Posgrado,Combinada,2,40,5,,,
Universidad UFLO,Privada,Buenos Aires,Maestría Derecho Internacional Privado,Ciencias Sociales,Posgrado,Distancia,2,40,5,,,
Universidad UFLO,Privada,Buenos Aires,Especialización Docencia Universitaria,Ciencias Sociales,Posgrado,Distancia,1 y medio,40,5,,,
Universidad UFLO,Privada,Buenos Aires,Doctorado Economía Circular y Producción Sustentable,Ciencias Económicas,Posgrado,Distancia,2,40,5,,,
Universidad UFLO,Privada,Buenos Aires,Maestría Infraestructuras Urbanas Sustentables,Ingeniería y Tecnología,Posgrado,Combinada,2,40,5,,,
Universidad UFLO,Privada,Buenos Aires,Maestría Neuropsicología,Ciencias de la Salud,Posgrado,Combinada,2,40,5,,,
Universidad UFLO,Privada,Buenos Aires,Doctorado Psicología,Ciencias Sociales,Posgrado,Combinada,2,40,5,,,
Universidad UFLO,Privada,Buenos Aires,Posdoctorado Psicología,Ciencias Sociales,Posgrado,Combinada,-,40,5,,,
Universidad UFLO,Privada,Buenos Aires,Especialización Psicología Clínica,Ciencias Sociales,Posgrado,Distancia,2 y medio,40,5,,,
Universidad UFLO,Privada,Buenos Aires,Maestría Psicología Social,Ciencias Sociales,Posgrado,Combinada,2,40,5,,,
Universidad UFLO,Privada,Buenos Aires,Doctorado Sistemas Alimentarios Sostenibles,Ciencias de la Salud ,Posgrado,Distancia,2,40,5,,,
Universidad UFLO,Privada,Buenos Aires,Especialización Psicoterapia Infanto – Juvenil,Ciencias Sociales,,,1 y medio,40,5,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
nombreUniversidad,sector,provincia,nombreCarrera,areaConocimiento,nivel,modalidad,duracionAnios,cantidadCarrerasVirtuales,cantidadAreas,porcentajeOfertaVirtual,observaciones,
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Arquitectura,Arquitectura,"pregrado, grado y posgrado",Presencial,5,,,,,
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Licenciatura en Diseño de Interiores,Arquitectura,"pregrado, grado y posgrado",Presencial,4,,,,,
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Doctorado en Arquitectura y Urbanismo,Arquitectura,"pregrado, grado y posgrado",Presencial,2,,,,,
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Licenciatura-en-diseño-gráfico/,Ciencia de la comunicación,"pregrado, grado y posgrado",Presencial,4,,,,,
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Licenciatura en Periodismo,Ciencia de la comunicación,"pregrado, grado y posgrado",Presencial,4,,,,,
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Licenciado en Producción y Realización Audiovisual,Ciencia de la comunicación,"pregrado, grado y posgrado",Presencial,4,,,,,
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Lic. en Publicidad,Ciencia de la comunicación,"pregrado, grado y posgrado",Presencial,4,,,,,
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Licenciatura en Relaciones Públicas,Ciencia de la comunicación,"pregrado, grado y posgrado",Presencial,4,,,,,
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Tecnicatura Universitaria en Animación Digital y Efectos Visuales,Ciencia de la comunicación,"pregrado, grado y posgrado",Presencial,3,,,,,
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Tecnicatura en Periodismo - CABA,Ciencia de la comunicación,"pregrado, grado y posgrado",Presencial,3,,,,,
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Tecnicatura Universitaria en Periodismo Deportivo,Ciencia de la comunicación,"pregrado, grado y posgrado",Presencial,"2,5",,,,,
Universida Nacional de Quilmes,Pública,Buenos Aires,Tecnicatura Universitaria en Higiene y Seguridad en el Trabajo,Ciencia y Tecnología,Pregrado,Distancia,2 y medio,11,4,,,
Universida Nacional de Quilmes,Pública,Buenos Aires,Tecnicatura Universitaria en Gestión de Medios Comunitarios,Ciencias Sociales,Pregrado,Distancia,2 y medio,11,4,,,
Universida Nacional de Quilmes,Pública,Buenos Aires,Tecnicatura Universitaria en Ciencias Empresariales,Economía y Administración,Pregrado,Distancia,2 y medio,11,4,,,
Universida Nacional de Quilmes,Pública,Buenos Aires,Licenciatura en Ciencias Sociales y Humanidades (CCC),Ciencias Sociales,Grado,Distancia,2 y medio,11,4,,,
Universida Nacional de Quilmes,Pública,Buenos Aires,Licenciatura en Educación (CCC),Ciencias Sociales,Grado,Distancia,2 y medio,11,4,,,
Universida Nacional de Quilmes,Pública,Buenos Aires,Licenciatura en Geografía (CCC),Ciencias Sociales,Grado,Distancia,2 y medio,11,4,,,
Universida Nacional de Quilmes,Pública,Buenos Aires,Contador Público,Economía y Administración,Grado,Distancia,5,11,4,,,
Universida Nacional de Quilmes,Pública,Buenos Aires,Licenciatura en Turismo y Hotelería,Economía y Administración,Grado,Distancia,5,11,4,,,
Universida Nacional de Quilmes,Pública,Buenos Aires,Licenciatura en Administración,Economía y Administración,Grado,Distancia,5,11,4,,,
Universida Nacional de Quilmes,Pública,Buenos Aires,Licenciatura en Gestión del Comercio Internacional,Economía y Administración,Grado,Distancia,5,11,4,,,
Universida Nacional de Quilmes,Pública,Buenos Aires,Licenciatura en Artes y Tecnologías (CCC),Artes,Grado,Distancia,3,11,4,,,
Universidad Nacional del Centro de la Provincia de Buenos Aires,Pública,Tandil,Diplomatura Universitaria en Estéticas Contemporáneas ,Artes,Formación complementaria,Distancia,1,11,3,,,
Universidad Nacional del Centro de la Provincia de Buenos Aires,Pública,Tandil,Licenciatura en Educación Matemática,Ciencias Sociales y Humanas,Grado,Distancia,2,11,3,,,
Universidad Nacional del Centro de la Provincia de Buenos Aires,Pública,Olavarría,Diplomatura Universitaria en Gestión de la Ergonomía,Ingeniería y Tecnología,Formación complementaria,Distancia,1,11,3,,,
Universidad Nacional del Centro de la Provincia de Buenos Aires,Pública,Tandil,Diplomatura Universitaria en Turismo Alternativo Especializado en Técnicas de Escalada y Trekking,Ciencias Sociales,Formación complementaria,Distancia,1,11,3,,,
Universidad Nacional del Centro de la Provincia de Buenos Aires,Pública,Tandil,Licenciatura en Ciencias de la Educación,Ciencias Sociales,Grado,Distancia,2 y medio,11,3,,,
Universidad Nacional del Centro de la Provincia de Buenos Aires,Pública,Tandil,Licenciatura en Educación Inicial,Ciencias Sociales,Grado,Distancia,2 y medio,11,3,,,
Universidad Nacional del Centro de la Provincia de Buenos Aires,Pública,Tandil,Licenciatura en Geografía ,Ciencias Sociales,Grado,Distancia,2 y medio,11,3,,,
Universidad Nacional del Centro de la Provincia de Buenos Aires,Pública,Tandil,Licenciatura en Gestión Ambiental,Ingeniería y Tecnología,Grado,Distancia,2 y medio,11,3,,,
Universidad Nacional del Centro de la Provincia de Buenos Aires,Pública,Tandil,Licenciatura en Historia,Ciencias Sociales y Humanas,Grado,Distancia,2 y medio,11,3,,,
Universidad Nacional del Centro de la Provincia de Buenos Aires,Pública,Tandil, Licenciado en Turismo Sustentable,Ciencias Sociales y Humanas,Grado,Distancia,2 y medio,11,3,,,
Universidad Nacional del Centro de la Provincia de Buenos Aires,Pública,Tandil,Ingeniería en Seguridad e Higiene en el Trabajo,Ingeniería y Tecnología,Grado,Distancia,2 y medio,11,3,,,
Universidad Nacional de Santiago del Estero,Pública,Santiago del estero,Licenciatura en Educación Inicial,Ciencias Sociales y Humanas,Grado,Combinado,2 y medio,7,1,,,
Universidad Nacional de Santiago del Estero,Pública,Santiago del estero,Licenciatura en Educacion Primaria,Ciencias Sociales y Humanas,Grado,Combinado,2 y medio,7,1,,,
Universidad Nacional de Santiago del Estero,Pública,Santiago del estero,Licenciatura en Gestión Educativa,Ciencias Sociales y Humanas,Grado,Combinado,2 y medio,7,1,,,
Universidad Nacional de Santiago del Estero,Pública,Santiago del estero,Analista en Gestión Educativa,Ciencias Sociales y Humanas,Grado,Combinado,2 y medio,7,1,,,
Universidad Nacional de Santiago del Estero,Pública,Santiago del estero,Licenciatura en Historia,Ciencias Sociales y Humanas,Grado,Combinado,2 y medio,7,1,,,
Universidad Nacional de Santiago del Estero,Pública,Santiago del estero,Licenciatura en Inglés,Ciencias Sociales y Humanas,Grado,Combinado,2 y un cuatrimentre,7,1,,,
Universidad Nacional de Santiago del Estero,Pública,Santiago del estero,Licenciatura en Cooperativismo y Mutualismo,Ciencias Sociales y Humanas,Grado,Combinado,2 y un cuatrimentre,7,1,,,
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Arquitectura,Arquitectura,"pregrado, grado y posgrado",Presencial,5,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Licenciatura en Diseño de Interiores,Arquitectura,"pregrado, grado y posgrado",Presencial,4,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Doctorado en Arquitectura y Urbanismo,Arquitectura,"pregrado, grado y posgrado",Presencial,4,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Licenciatura-en-diseño-gráfico/,Ciencia de la comunicación,"pregrado, grado y posgrado",Presencial,4,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Licenciatura en Periodismo,Ciencia de la comunicación,"pregrado, grado y posgrado",Presencial,4,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Licenciado en Producción y Realización Audiovisual,Ciencia de la comunicación,"pregrado, grado y posgrado",Presencial,4,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Lic. en Publicidad,Ciencia de la comunicación,"pregrado, grado y posgrado",Presencial,4,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Licenciatura en Relaciones Públicas,Ciencia de la comunicación,"pregrado, grado y posgrado",Presencial,4,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Tecnicatura Universitaria en Animación Digital y Efectos Visuales,Ciencia de la comunicación,"pregrado, grado y posgrado",Presencial,3,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Tecnicatura en Periodismo - CABA,Ciencia de la comunicación,"pregrado, grado y posgrado",Presencial,3,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Tecnicatura Universitaria en Periodismo Deportivo,Ciencia de la comunicación,"pregrado, grado y posgrado",Presencial,"2,5",17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Tecnicatura Superior en Publicidad - Castelar,Ciencia de la comunicación,"pregrado, grado y posgrado",Presencial,3,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Abogacia,Derecho y Ciencias Políticas,"pregrado, grado y posgrado",Presencial,5,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Licenciatura en Ciencias Politicas,Derecho y Ciencias Políticas,"pregrado, grado y posgrado",Presencial,4,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Licenciatura en Relaciones Internacionales,Derecho y Ciencias Políticas,"pregrado, grado y posgrado",Presencial,4,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,"Martillero Público, Corredor y Administrador de Consorcio a distancia",Derecho y Ciencias Políticas,"pregrado, grado y posgrado",Distancia,"2,5",17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,"Martillero Público, Corredor y Administrador de Consorcio",Derecho y Ciencias Políticas,"pregrado, grado y posgrado",Presencial,"2,5",17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Doctorado en Ciencias Juridicas,Derecho y Ciencias Políticas,"pregrado, grado y posgrado",Presencial,2,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Maestria en Derecho Administrativo,Derecho y Ciencias Políticas,"pregrado, grado y posgrado",Presencial,2,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Especializacion en Derecho Procesal de Familia a distancia,Derecho y Ciencias Políticas,"pregrado, grado y posgrado",Distancia,"2,5",17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Licenciatura en Musicoterapia,Psiclogia y Relaciones Humanas,"pregrado, grado y posgrado",Presencial,4,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Licencitura en Psicologia,Psiclogia y Relaciones Humanas,"pregrado, grado y posgrado",Presencial,5,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Licenciatura en Terapia Ocupacional,Psiclogia y Relaciones Humanas,"pregrado, grado y posgrado",Presencial,4,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Tecnicatura Universitaria en Acompañante Terapetico,Psiclogia y Relaciones Humanas,"pregrado, grado y posgrado",Presencial,"2,5",17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Maestria en Psicologia Organizacional con Orientacion Gerencial Buenos Aires,Psiclogia y Relaciones Humanas,"pregrado, grado y posgrado",Presencial,2,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Maestria en Psicologia Organizacional con Orientacion Gerencial Rosario,Psiclogia y Relaciones Humanas,"pregrado, grado y posgrado",Presencial,2,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Maestria en Psicologia del Deporte,Psiclogia y Relaciones Humanas,"pregrado, grado y posgrado",Presencial,2,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Especializacion en Terapia Cognitiva,Psiclogia y Relaciones Humanas,"pregrado, grado y posgrado",Presencial,2,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Licenciatura en Ciencias de la Educación,CIENCIAS DE LA EDUCACIÓN Y PSICOPEDAGOGÍA,"pregrado, grado y posgrado",Presencial,5,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Licenciatura en Educación Inicial,CIENCIAS DE LA EDUCACIÓN Y PSICOPEDAGOGÍA,"pregrado, grado y posgrado",Presencial,2,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Lic. en Gestión de Instituciones Educativas - Ciclo de Complementación Curricular (A Distancia),CIENCIAS DE LA EDUCACIÓN Y PSICOPEDAGOGÍA,"pregrado, grado y posgrado",Distancia,"1,5",17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Licenciatura en Psicopedagogía,CIENCIAS DE LA EDUCACIÓN Y PSICOPEDAGOGÍA,"pregrado, grado y posgrado",Presencial,5,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Profesorado de Educación Inicial - Ituzaingó (Colegio Universitario),CIENCIAS DE LA EDUCACIÓN Y PSICOPEDAGOGÍA,"pregrado, grado y posgrado",Presencial,4,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Profesorado Universitario en Ciencias de la Educación,CIENCIAS DE LA EDUCACIÓN Y PSICOPEDAGOGÍA,"pregrado, grado y posgrado",Presencial,4,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Profesorado Universitario para la Educación Secundaria y Superior,CIENCIAS DE LA EDUCACIÓN Y PSICOPEDAGOGÍA,"pregrado, grado y posgrado",Presencial,"1,5",17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Doctorado en Educación Superior Universitaria,CIENCIAS DE LA EDUCACIÓN Y PSICOPEDAGOGÍA,"pregrado, grado y posgrado",Presencial,3,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Especialización en Docencia Universitaria,CIENCIAS DE LA EDUCACIÓN Y PSICOPEDAGOGÍA,"pregrado, grado y posgrado",Presencial,"1,5",17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Especialización en Docencia Universitaria - Rosario,CIENCIAS DE LA EDUCACIÓN Y PSICOPEDAGOGÍA,"pregrado, grado y posgrado",Presencial,"1,5",17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Licenciatura en Enfermería,MEDICINA Y CIENCIAS DE LA SALUD,"pregrado, grado y posgrado",Presencial,5,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Licenciatura en Instrumentación Quirúrgica,MEDICINA Y CIENCIAS DE LA SALUD,"pregrado, grado y posgrado",Presencial,4,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Licenciatura en Kinesiología y Fisiatría,MEDICINA Y CIENCIAS DE LA SALUD,"pregrado, grado y posgrado",Presencial,5,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Licenciatura en Nutrición,MEDICINA Y CIENCIAS DE LA SALUD,"pregrado, grado y posgrado",Presencial,4,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Licenciatura en Producción de Bioimágenes,MEDICINA Y CIENCIAS DE LA SALUD,"pregrado, grado y posgrado",Presencial,4,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Licenciatura en Producción de Bioimágenes - Ciclo de Complementación Curricular (A Distancia),MEDICINA Y CIENCIAS DE LA SALUD,"pregrado, grado y posgrado",Distancia,2,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Medicina,MEDICINA Y CIENCIAS DE LA SALUD,"pregrado, grado y posgrado",Presencial,6,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Odontología,MEDICINA Y CIENCIAS DE LA SALUD,"pregrado, grado y posgrado",Presencial,5,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Tecnicatura Universitaria en Prótesis Dental,MEDICINA Y CIENCIAS DE LA SALUD,"pregrado, grado y posgrado",Presencial,3,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Doctorado en Ciencias Médicas,MEDICINA Y CIENCIAS DE LA SALUD,"pregrado, grado y posgrado",Presencial,2,17,11,"15,74",,DAVID
